Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment
1,08-10-2010,1508239.93,0.0,64.0,2.63,211.747,7.838
1,15-10-2010,1459409.1,0.0,67.0,2.72,211.814,7.838
1,22-10-2010,1345454.0,0.0,70.0,2.72,211.861,7.838
1,29-10-2010,1384209.22,0.0,70.0,2.72,211.909,7.838
1,05-11-2010,1551659.28,0.0,59.0,2.69,211.956,7.838
1,12-11-2010,1494479.49,0.0,60.0,2.73,212.004,7.838
1,19-11-2010,1483784.18,0.0,51.0,2.77,211.89,7.838
1,26-11-2010,1955624.11,1.0,65.0,2.74,211.748,7.838
1,03-12-2010,1548033.78,0.0,49.0,2.71,211.607,7.838
1,10-12-2010,1682614.26,0.0,46.0,2.84,211.466,7.838
1,17-12-2010,1891034.93,0.0,50.0,2.87,211.405,7.838
1,24-12-2010,2387950.2,0.0,52.0,2.89,211.405,7.838
1,31-12-2010,1367320.01,1.0,48.0,2.94,211.405,7.838
1,07-01-2011,1444732.28,0.0,48.0,2.98,211.405,7.742
1,14-01-2011,1391013.96,0.0,35.0,2.98,211.457,7.742
1,21-01-2011,1327405.42,0.0,44.0,3.02,211.827,7.742
1,28-01-2011,1316899.31,0.0,44.0,3.01,212.197,7.742
1,04-02-2011,1606629.58,0.0,42.0,2.99,212.567,7.742
1,11-02-2011,1649614.93,1.0,36.0,3.02,212.937,7.742
1,18-02-2011,1686842.78,0.0,57.0,3.04,213.248,7.742
1,25-02-2011,1456800.28,0.0,63.0,3.06,213.536,7.742
1,04-03-2011,1636263.41,0.0,60.0,3.29,213.823,7.742
1,11-03-2011,1553191.63,0.0,54.0,3.46,214.111,7.742
1,18-03-2011,1576818.06,0.0,63.0,3.49,214.363,7.742
1,25-03-2011,1541102.38,0.0,70.0,3.47,214.6,7.742
1,01-04-2011,1495064.75,0.0,59.0,3.52,214.837,
1,08-04-2011,1614259.35,0.0,68.0,3.62,215.074,7.682
1,15-04-2011,1559889.0,0.0,71.0,3.74,215.292,7.682
1,22-04-2011,1564819.81,0.0,73.0,3.81,215.46,7.682
1,29-04-2011,1455090.69,0.0,72.0,3.81,215.628,7.682
1,06-05-2011,1629391.28,0.0,65.0,3.91,215.796,7.682
1,13-05-2011,1604775.58,0.0,76.0,3.9,215.964,7.682
1,20-05-2011,1428218.27,0.0,68.0,3.91,215.734,7.682
1,27-05-2011,1466046.67,0.0,78.0,3.79,215.504,7.682
1,03-06-2011,1635078.41,0.0,83.0,3.7,215.274,7.682
1,10-06-2011,1588948.32,0.0,83.0,3.65,215.044,7.682
1,17-06-2011,1532114.86,0.0,86.0,3.64,214.998,7.682
1,24-06-2011,1438830.15,0.0,84.0,3.59,215.091,7.682
1,01-07-2011,1488538.09,0.0,86.0,3.52,215.184,7.962
1,08-07-2011,1534849.64,0.0,86.0,3.48,215.277,7.962
1,15-07-2011,1455119.97,0.0,89.0,3.58,215.361,7.962
1,22-07-2011,1396926.82,0.0,86.0,3.65,215.422,7.962
1,29-07-2011,1352219.79,0.0,87.0,3.68,215.483,7.962
1,05-08-2011,1624383.75,0.0,92.0,3.68,215.545,7.962
1,12-08-2011,1525147.09,0.0,91.0,3.64,215.606,7.962
1,19-08-2011,1530761.43,0.0,90.0,3.55,215.669,7.962
1,26-08-2011,1464693.46,0.0,88.0,3.52,215.733,7.962
1,02-09-2011,1550229.22,0.0,88.0,3.53,215.797,7.962
1,09-09-2011,1540471.24,1.0,76.0,3.55,215.861,7.962
1,16-09-2011,1514259.78,0.0,80.0,3.53,216.041,7.962
1,23-09-2011,1380020.27,0.0,76.0,3.47,216.376,7.962
1,30-09-2011,1394561.83,0.0,80.0,3.36,216.711,7.962
1,07-10-2011,1630989.95,0.0,69.0,3.28,217.045,7.866
1,14-10-2011,1493525.93,0.0,72.0,3.27,217.355,7.866
1,21-10-2011,1502562.78,0.0,64.0,3.35,217.516,7.866
1,28-10-2011,1445249.09,0.0,67.0,3.37,217.677,7.866
1,04-11-2011,1697229.58,0.0,55.0,3.33,217.837,7.866
1,11-11-2011,1594938.89,0.0,59.0,3.3,217.998,7.866
1,18-11-2011,1539483.7,0.0,62.0,3.31,218.221,7.866
1,25-11-2011,2033320.66,1.0,60.0,3.24,218.468,7.866
1,02-12-2011,1584083.95,0.0,49.0,3.17,218.715,7.866
1,09-12-2011,1799682.38,0.0,44.0,3.16,218.962,7.866
1,16-12-2011,1881176.67,0.0,52.0,3.16,219.179,7.866
1,23-12-2011,2270188.99,0.0,48.0,3.11,219.358,7.866
1,30-12-2011,1497462.72,1.0,45.0,3.13,219.536,7.866
1,06-01-2012,1550369.92,0.0,49.0,3.16,219.714,7.348
1,13-01-2012,1459601.17,0.0,49.0,3.26,219.893,7.348
1,20-01-2012,1394393.84,0.0,54.0,3.27,219.986,7.348
1,27-01-2012,1319325.59,0.0,54.0,3.29,220.079,7.348
1,03-02-2012,1636339.65,0.0,57.0,3.36,220.172,7.348
1,10-02-2012,1802477.43,1.0,48.0,3.41,220.265,7.348
1,17-02-2012,1819870.0,0.0,45.0,3.51,220.426,7.348
1,24-02-2012,1539387.83,0.0,57.0,3.56,220.637,7.348
1,02-03-2012,1688420.76,0.0,61.0,3.63,220.848,7.348
1,09-03-2012,1675431.16,0.0,59.0,3.67,221.059,7.348
1,16-03-2012,1677472.78,0.0,65.0,3.73,221.212,7.348
1,23-03-2012,1511068.07,0.0,66.0,3.79,221.286,7.348
1,30-03-2012,1649604.63,0.0,68.0,3.84,221.361,7.348
1,06-04-2012,1899676.88,0.0,70.0,3.89,221.436,7.143
1,13-04-2012,1621031.7,0.0,69.0,3.89,221.51,7.143
1,20-04-2012,1521577.87,0.0,67.0,3.88,221.564,7.143
1,27-04-2012,1468928.37,0.0,67.0,3.81,221.618,7.143
1,04-05-2012,1684519.99,0.0,76.0,3.75,221.672,7.143
1,11-05-2012,1611096.05,0.0,74.0,3.69,221.726,7.143
1,18-05-2012,1595901.87,0.0,70.0,3.63,221.743,7.143
1,25-05-2012,1555444.55,0.0,77.0,3.56,221.745,7.143
1,01-06-2012,1624477.58,0.0,78.0,3.5,221.747,7.143
1,08-06-2012,1697230.96,0.0,78.0,3.45,221.749,7.143
1,15-06-2012,1630607.0,0.0,79.0,3.39,221.763,7.143
1,22-06-2012,1527845.81,0.0,78.0,3.35,221.803,7.143
1,29-06-2012,1540421.49,0.0,85.0,3.29,221.843,7.143
1,06-07-2012,1769854.16,0.0,82.0,3.23,221.884,6.908
1,13-07-2012,1527014.04,0.0,77.0,3.26,221.924,6.908
1,20-07-2012,1497954.76,0.0,80.0,3.31,221.933,6.908
1,27-07-2012,1439123.71,0.0,83.0,3.41,221.941,6.908
1,03-08-2012,1631135.79,0.0,86.0,3.42,221.95,6.908
1,10-08-2012,1592409.97,0.0,85.0,3.49,221.958,6.908
1,17-08-2012,1597868.05,0.0,85.0,3.57,222.038,6.908
1,24-08-2012,1494122.38,0.0,78.0,3.62,222.172,6.908
1,31-08-2012,1582083.4,0.0,80.0,3.64,222.305,6.908
1,07-09-2012,1661767.33,1.0,84.0,3.73,222.439,6.908
1,14-09-2012,1517428.87,0.0,75.0,3.72,222.582,6.908
1,21-09-2012,1506126.06,0.0,70.0,3.72,222.782,6.908
1,28-09-2012,1437059.26,0.0,76.0,3.67,222.982,6.908
1,05-10-2012,1670785.97,0.0,69.0,3.62,223.181,6.573
1,12-10-2012,1573072.81,0.0,63.0,3.6,223.381,6.573
1,19-10-2012,1508068.77,0.0,68.0,3.59,223.426,6.573
1,26-10-2012,1493659.74,0.0,69.0,3.51,223.444,6.573
2,05-02-2010,2136989.46,0.0,40.0,2.57,210.753,8.324
2,12-02-2010,2137809.5,1.0,38.0,2.55,210.898,8.324
2,19-02-2010,2124451.54,0.0,40.0,2.51,210.945,8.324
2,26-02-2010,1865097.27,0.0,46.0,2.56,210.976,8.324
2,05-03-2010,1991013.13,0.0,47.0,2.62,211.007,8.324
2,12-03-2010,1990483.78,0.0,58.0,2.67,211.038,8.324
2,19-03-2010,1946070.88,0.0,55.0,2.72,210.873,8.324
2,26-03-2010,1750197.81,0.0,51.0,2.73,210.677,8.324
2,02-04-2010,2066187.72,0.0,63.0,2.72,210.48,8.2
2,09-04-2010,1954689.21,0.0,65.0,2.77,210.283,8.2
2,16-04-2010,1874957.94,0.0,68.0,2.81,210.15,8.2
2,23-04-2010,1821990.93,0.0,65.0,2.8,210.1,8.2
2,30-04-2010,1802450.29,0.0,67.0,2.78,210.051,8.2
2,07-05-2010,2042581.71,0.0,71.0,2.84,210.001,8.2
2,14-05-2010,1880752.36,0.0,73.0,2.85,209.998,8.2
2,21-05-2010,1896937.1,0.0,75.0,2.83,210.277,8.2
2,28-05-2010,1957113.89,0.0,81.0,2.76,210.555,8.2
2,04-06-2010,2102539.93,0.0,82.0,2.7,210.834,8.2
2,11-06-2010,2025538.76,0.0,83.0,2.67,211.112,8.2
2,18-06-2010,2001636.96,0.0,86.0,2.64,211.11,8.2
2,25-06-2010,1939927.09,0.0,86.0,2.65,210.995,8.2
2,02-07-2010,2003940.64,0.0,83.0,2.67,210.88,8.099
2,09-07-2010,1880902.62,0.0,83.0,2.64,210.766,8.099
2,16-07-2010,1845879.79,0.0,85.0,2.62,210.758,8.099
2,23-07-2010,1781717.71,0.0,88.0,2.61,210.892,8.099
2,30-07-2010,1804246.16,0.0,83.0,2.64,211.026,8.099
2,06-08-2010,1991909.98,0.0,90.0,2.63,211.161,8.099
2,13-08-2010,1895601.05,0.0,89.0,2.69,211.295,8.099
2,20-08-2010,1964335.23,0.0,89.0,2.66,211.26,8.099
2,27-08-2010,1863840.49,0.0,87.0,2.62,211.224,8.099
2,03-09-2010,1904608.09,0.0,82.0,2.58,211.189,8.099
2,10-09-2010,1839128.83,1.0,79.0,2.56,211.153,8.099
2,17-09-2010,1793903.6,0.0,82.0,2.58,211.181,8.099
2,24-09-2010,1724557.22,0.0,82.0,2.62,211.255,8.099
2,01-10-2010,1827440.43,0.0,69.0,2.6,211.33,8.163
2,08-10-2010,1849921.44,0.0,63.0,2.63,211.404,8.163
2,15-10-2010,1794355.49,0.0,66.0,2.72,211.471,8.163
2,22-10-2010,1737947.64,0.0,68.0,2.72,211.519,8.163
2,29-10-2010,1802755.11,0.0,66.0,2.72,211.566,8.163
2,05-11-2010,1939061.41,0.0,58.0,2.69,211.614,8.163
2,12-11-2010,1916812.74,0.0,60.0,2.73,211.661,8.163
2,19-11-2010,1956739.17,0.0,51.0,2.77,211.547,8.163
2,26-11-2010,2658725.29,1.0,63.0,2.74,211.406,8.163
2,03-12-2010,2015781.27,0.0,49.0,2.71,211.266,8.163
2,10-12-2010,2378726.55,0.0,46.0,2.84,211.125,8.163
2,17-12-2010,2609166.75,0.0,48.0,2.87,211.065,8.163
2,24-12-2010,3436007.68,0.0,50.0,2.89,211.065,8.163
2,31-12-2010,1750434.55,1.0,47.0,2.94,211.065,8.163
2,07-01-2011,1758050.79,0.0,45.0,2.98,211.065,8.028
2,14-01-2011,1744193.58,0.0,33.0,2.98,211.118,8.028
2,21-01-2011,1751384.9,0.0,41.0,3.02,211.486,8.028
2,28-01-2011,1695371.68,0.0,43.0,3.01,211.855,8.028
2,04-02-2011,1929346.23,0.0,38.0,2.99,212.224,8.028
2,11-02-2011,2168041.61,1.0,33.0,3.02,212.593,8.028
2,18-02-2011,2080884.82,0.0,58.0,3.04,212.903,8.028
2,25-02-2011,1833511.08,0.0,61.0,3.06,213.19,8.028
2,04-03-2011,1981607.78,0.0,58.0,3.29,213.478,8.028
2,11-03-2011,1879107.31,0.0,53.0,3.46,213.765,8.028
2,18-03-2011,1902557.66,0.0,62.0,3.49,214.016,8.028
2,25-03-2011,1766162.05,0.0,69.0,3.47,214.252,8.028
2,01-04-2011,1800171.36,0.0,55.0,3.52,214.489,7.931
2,08-04-2011,1847552.61,0.0,67.0,3.62,214.725,7.931
2,15-04-2011,1856467.84,0.0,69.0,3.74,214.942,7.931
2,22-04-2011,1886339.6,0.0,69.0,3.81,215.11,7.931
2,29-04-2011,1745545.28,0.0,69.0,3.81,215.277,7.931
2,06-05-2011,1837743.6,0.0,61.0,3.91,215.445,7.931
2,13-05-2011,1838513.07,0.0,75.0,3.9,215.612,7.931
2,20-05-2011,1688281.86,0.0,67.0,3.91,215.383,7.931
2,27-05-2011,1797732.56,0.0,76.0,3.79,215.154,7.931
2,03-06-2011,1933756.21,0.0,83.0,3.7,214.925,7.931
2,10-06-2011,1929153.16,0.0,83.0,3.65,214.696,7.931
2,17-06-2011,,0.0,87.0,3.64,214.651,7.931
2,24-06-2011,,0.0,85.0,3.59,214.744,7.931
2,01-07-2011,,0.0,86.0,3.52,214.837,7.852
2,08-07-2011,,0.0,88.0,3.48,214.93,7.852
2,15-07-2011,,0.0,90.0,3.58,215.013,7.852
2,22-07-2011,1743816.41,0.0,89.0,3.65,215.075,7.852
2,29-07-2011,1680693.06,0.0,90.0,3.68,215.136,7.852
2,05-08-2011,1876704.26,0.0,93.0,3.68,215.198,7.852
2,12-08-2011,1812768.26,0.0,92.0,3.64,215.259,7.852
2,19-08-2011,1844094.59,0.0,90.0,3.55,215.323,7.852
2,26-08-2011,1821139.91,0.0,90.0,3.52,215.387,7.852
2,02-09-2011,1809119.7,0.0,90.0,3.53,215.451,7.852
2,09-09-2011,1748000.65,1.0,78.0,3.55,215.515,7.852
2,16-09-2011,1691439.52,0.0,79.0,3.53,215.694,7.852
2,23-09-2011,1669299.78,0.0,76.0,3.47,216.028,7.852
2,30-09-2011,1650394.44,0.0,78.0,3.36,216.362,7.852
2,07-10-2011,1837553.43,0.0,70.0,3.28,216.696,7.441
2,14-10-2011,1743882.19,0.0,72.0,3.27,217.005,7.441
2,21-10-2011,1834680.25,0.0,65.0,3.35,217.165,7.441
2,28-10-2011,1769296.25,0.0,66.0,3.37,217.325,7.441
2,04-11-2011,1959707.9,0.0,56.0,3.33,217.485,7.441
2,11-11-2011,1920725.15,0.0,59.0,3.3,217.646,7.441
2,18-11-2011,,0.0,62.0,3.31,217.867,7.441
2,25-11-2011,2614202.3,1.0,56.0,3.24,218.113,7.441
2,02-12-2011,1954952.0,0.0,49.0,3.17,218.359,7.441
2,09-12-2011,2290549.32,0.0,42.0,3.16,218.605,7.441
2,16-12-2011,2432736.52,0.0,50.0,3.16,218.822,7.441
2,23-12-2011,3224369.8,0.0,47.0,3.11,219.0,7.441
2,30-12-2011,1874226.52,1.0,45.0,3.13,219.177,7.441
2,06-01-2012,1799520.14,0.0,47.0,3.16,219.355,7.057
2,13-01-2012,1744725.48,0.0,46.0,3.26,219.533,7.057
2,20-01-2012,1711769.11,0.0,52.0,3.27,219.626,7.057
2,27-01-2012,1660906.14,0.0,50.0,3.29,219.719,7.057
2,03-02-2012,1935299.94,0.0,55.0,3.36,219.812,7.057
2,10-02-2012,2103322.68,1.0,47.0,3.41,219.905,7.057
2,17-02-2012,2196688.46,0.0,44.0,3.51,220.065,7.057
2,24-02-2012,1861802.7,0.0,55.0,3.56,220.276,7.057
2,02-03-2012,1952555.66,0.0,59.0,3.63,220.487,7.057
2,09-03-2012,1937628.26,0.0,57.0,3.67,220.697,7.057
2,16-03-2012,1976082.13,0.0,64.0,3.73,220.85,7.057
2,23-03-2012,1790439.16,0.0,64.0,3.79,220.924,7.057
2,30-03-2012,1857480.84,0.0,67.0,3.84,220.999,7.057
2,06-04-2012,2129035.91,0.0,68.0,3.89,221.074,6.891
2,13-04-2012,1935869.1,0.0,68.0,3.89,221.148,6.891
2,20-04-2012,1847344.45,0.0,66.0,3.88,221.202,6.891
2,27-04-2012,1764133.09,0.0,67.0,3.81,221.256,6.891
2,04-05-2012,1923957.09,0.0,77.0,3.75,221.31,6.891
2,11-05-2012,1917520.99,0.0,74.0,3.69,221.363,6.891
2,18-05-2012,2000940.67,0.0,71.0,3.63,221.38,6.891
2,25-05-2012,1912791.09,0.0,78.0,3.56,221.383,6.891
2,01-06-2012,1910092.37,0.0,78.0,3.5,221.385,6.891
2,08-06-2012,2010216.49,0.0,79.0,3.45,221.388,6.891
2,15-06-2012,1962924.3,0.0,81.0,3.39,221.401,6.891
2,22-06-2012,1887733.21,0.0,81.0,3.35,221.441,6.891
2,29-06-2012,1881046.12,0.0,86.0,3.29,221.481,6.891
2,06-07-2012,2041507.4,0.0,84.0,3.23,221.522,6.565
2,13-07-2012,1830075.13,0.0,80.0,3.26,221.562,6.565
2,20-07-2012,1819666.46,0.0,83.0,3.31,221.57,6.565
2,27-07-2012,1757923.88,0.0,86.0,3.41,221.579,6.565
2,03-08-2012,1946104.64,0.0,90.0,3.42,221.587,6.565
2,10-08-2012,1866719.96,0.0,89.0,3.49,221.595,6.565
2,17-08-2012,1928016.01,0.0,85.0,3.57,221.675,6.565
2,24-08-2012,1876788.15,0.0,77.0,3.62,221.808,6.565
2,31-08-2012,1947083.3,0.0,83.0,3.64,221.942,6.565
2,07-09-2012,1898777.07,1.0,88.0,3.73,222.075,6.565
2,14-09-2012,1814806.63,0.0,76.0,3.72,222.217,6.565
2,21-09-2012,1829415.67,0.0,71.0,3.72,222.417,6.565
2,28-09-2012,1746470.56,0.0,79.0,3.67,222.616,6.565
2,05-10-2012,1998321.04,0.0,70.0,3.62,222.816,6.17
2,12-10-2012,1900745.13,0.0,61.0,3.6,223.015,6.17
2,19-10-2012,1847990.41,0.0,68.0,3.59,223.06,6.17
2,26-10-2012,1834458.35,0.0,70.0,3.51,223.078,6.17
3,05-02-2010,461622.22,0.0,46.0,2.57,214.425,7.368
3,12-02-2010,420728.96,1.0,48.0,2.55,214.575,7.368
3,19-02-2010,421642.19,0.0,47.0,2.51,214.62,7.368
3,26-02-2010,407204.86,0.0,52.0,2.56,214.648,7.368
3,05-03-2010,415202.04,0.0,53.0,2.62,214.675,7.368
3,12-03-2010,384200.69,0.0,63.0,2.67,214.703,7.368
3,19-03-2010,375328.59,0.0,60.0,2.72,214.53,7.368
3,26-03-2010,359949.27,0.0,57.0,2.73,214.324,7.368
3,02-04-2010,423294.4,0.0,66.0,2.72,214.118,7.343
3,09-04-2010,415870.28,0.0,68.0,2.77,213.912,7.343
3,16-04-2010,354993.26,0.0,67.0,2.81,213.773,7.343
3,23-04-2010,339976.65,0.0,68.0,2.8,213.722,7.343
3,30-04-2010,361248.39,0.0,70.0,2.78,213.672,7.343
3,07-05-2010,399323.86,0.0,73.0,2.84,213.621,7.343
3,14-05-2010,384357.94,0.0,77.0,2.85,213.62,7.343
3,21-05-2010,343763.17,0.0,76.0,2.83,213.912,7.343
3,28-05-2010,350089.23,0.0,79.0,2.76,214.204,7.343
3,04-06-2010,396968.8,0.0,79.0,2.7,214.496,7.343
3,11-06-2010,355017.09,0.0,82.0,2.67,214.788,7.343
3,18-06-2010,364076.85,0.0,84.0,2.64,214.786,7.343
3,25-06-2010,357346.48,0.0,84.0,2.65,214.666,7.343
3,02-07-2010,381151.72,0.0,82.0,2.67,214.546,7.346
3,09-07-2010,349214.18,0.0,82.0,2.64,214.427,7.346
3,16-07-2010,352728.78,0.0,84.0,2.62,214.418,7.346
3,23-07-2010,352864.49,0.0,83.0,2.61,214.556,7.346
3,30-07-2010,347955.05,0.0,82.0,2.64,214.695,7.346
3,06-08-2010,402635.76,0.0,85.0,2.63,214.834,7.346
3,13-08-2010,339597.38,0.0,87.0,2.69,214.973,7.346
3,20-08-2010,351728.21,0.0,88.0,2.66,214.931,7.346
3,27-08-2010,362134.09,0.0,86.0,2.62,214.89,7.346
3,03-09-2010,366473.97,0.0,84.0,2.58,214.848,7.346
3,10-09-2010,352260.97,1.0,81.0,2.56,214.807,7.346
3,17-09-2010,363064.64,0.0,82.0,2.58,214.832,7.346
3,24-09-2010,355626.87,0.0,77.0,2.62,214.908,7.346
3,01-10-2010,358784.1,0.0,74.0,2.6,214.985,7.564
3,08-10-2010,395107.35,0.0,67.0,2.63,215.061,7.564
3,15-10-2010,345584.39,0.0,70.0,2.72,215.129,7.564
3,22-10-2010,348895.98,0.0,72.0,2.72,215.178,7.564
3,29-10-2010,348591.74,0.0,72.0,2.72,215.227,7.564
3,05-11-2010,423175.56,0.0,63.0,2.69,215.277,7.564
3,12-11-2010,386635.03,0.0,63.0,2.73,215.326,7.564
3,19-11-2010,372545.32,0.0,58.0,2.77,215.207,7.564
3,26-11-2010,565567.84,1.0,69.0,2.74,215.061,7.564
3,03-12-2010,476420.77,0.0,54.0,2.71,214.915,7.564
3,10-12-2010,467642.03,0.0,51.0,2.84,214.769,7.564
3,17-12-2010,498159.39,0.0,52.0,2.87,214.705,7.564
3,24-12-2010,605990.41,0.0,57.0,2.89,214.702,7.564
3,31-12-2010,382677.76,1.0,53.0,2.94,214.699,7.564
3,07-01-2011,378241.34,0.0,53.0,2.98,214.696,7.551
3,14-01-2011,381061.1,0.0,45.0,2.98,214.747,7.551
3,21-01-2011,350876.7,0.0,51.0,3.02,215.127,7.551
3,28-01-2011,364866.24,0.0,49.0,3.01,215.507,7.551
3,04-02-2011,438516.53,0.0,46.0,2.99,215.886,7.551
3,11-02-2011,430526.21,1.0,44.0,3.02,216.266,7.551
3,18-02-2011,432782.1,0.0,62.0,3.04,216.584,7.551
3,25-02-2011,397211.19,0.0,67.0,3.06,216.878,7.551
3,04-03-2011,437084.51,0.0,65.0,3.29,217.172,7.551
3,11-03-2011,404753.3,0.0,61.0,3.46,217.465,7.551
3,18-03-2011,392109.51,0.0,69.0,3.49,217.724,7.551
3,25-03-2011,380683.67,0.0,73.0,3.47,217.967,7.551
3,01-04-2011,374556.08,0.0,69.0,3.52,218.211,7.574
3,08-04-2011,384075.31,0.0,73.0,3.62,218.455,7.574
3,15-04-2011,366250.69,0.0,76.0,3.74,218.679,7.574
3,22-04-2011,391860.04,0.0,77.0,3.81,218.851,7.574
3,29-04-2011,367405.4,0.0,79.0,3.81,219.024,7.574
3,06-05-2011,413042.12,0.0,69.0,3.91,219.196,7.574
3,13-05-2011,386312.68,0.0,80.0,3.9,219.368,7.574
3,20-05-2011,364603.13,0.0,76.0,3.91,219.127,7.574
3,27-05-2011,369350.6,0.0,84.0,3.79,218.886,7.574
3,03-06-2011,394507.84,0.0,84.0,3.7,218.645,7.574
3,10-06-2011,391638.75,0.0,85.0,3.65,218.404,7.574
3,17-06-2011,403423.34,0.0,87.0,3.64,218.355,7.574
3,24-06-2011,385520.71,0.0,85.0,3.59,218.451,7.574
3,01-07-2011,368962.72,0.0,85.0,3.52,218.547,7.567
3,08-07-2011,395146.24,,85.0,3.48,218.642,7.567
3,15-07-2011,373454.33,,87.0,3.58,218.728,7.567
3,22-07-2011,360617.37,,86.0,3.65,218.786,7.567
3,29-07-2011,345381.29,,88.0,3.68,218.844,7.567
3,05-08-2011,409981.25,,88.0,3.68,218.902,7.567
3,12-08-2011,380376.85,,89.0,3.64,218.961,7.567
3,19-08-2011,379716.91,0.0,88.0,3.55,219.023,7.567
3,26-08-2011,366367.55,0.0,88.0,3.52,219.087,7.567
3,02-09-2011,375988.69,0.0,89.0,3.53,219.15,7.567
3,09-09-2011,377347.49,1.0,82.0,3.55,219.214,7.567
3,16-09-2011,375629.51,0.0,84.0,3.53,219.397,7.567
3,23-09-2011,365248.94,0.0,80.0,3.47,219.741,7.567
3,30-09-2011,368477.93,0.0,83.0,3.36,220.086,7.567
3,07-10-2011,403342.4,0.0,76.0,3.28,220.43,7.197
3,14-10-2011,368282.57,0.0,74.0,3.27,220.749,7.197
3,21-10-2011,394976.36,0.0,69.0,3.35,220.914,7.197
3,28-10-2011,389540.62,0.0,71.0,3.37,221.08,7.197
3,04-11-2011,459443.22,0.0,59.0,3.33,221.246,7.197
3,11-11-2011,407764.25,0.0,62.0,3.3,221.412,7.197
3,18-11-2011,398838.97,0.0,64.0,3.31,221.643,7.197
3,25-11-2011,556925.19,1.0,68.0,3.24,221.901,7.197
3,02-12-2011,472511.32,0.0,55.0,3.17,222.159,7.197
3,09-12-2011,468772.8,0.0,49.0,3.16,222.417,7.197
3,16-12-2011,510747.62,0.0,58.0,3.16,222.643,7.197
3,23-12-2011,551221.21,0.0,53.0,3.11,222.826,7.197
3,30-12-2011,410553.88,1.0,48.0,3.13,223.009,7.197
3,06-01-2012,398178.21,0.0,52.0,3.16,223.192,6.833
3,13-01-2012,367438.62,0.0,52.0,3.26,223.376,6.833
3,20-01-2012,365818.61,0.0,56.0,3.27,223.47,6.833
3,27-01-2012,349518.1,0.0,58.0,3.29,223.565,6.833
3,03-02-2012,424960.66,0.0,59.0,3.36,223.659,6.833
3,10-02-2012,473292.47,1.0,52.0,3.41,223.754,6.833
3,17-02-2012,475591.08,0.0,52.0,3.51,223.917,6.833
3,24-02-2012,418925.47,0.0,60.0,3.56,224.132,6.833
3,02-03-2012,469752.56,0.0,62.0,3.63,224.347,6.833
3,09-03-2012,445162.05,0.0,61.0,3.67,224.562,6.833
3,16-03-2012,411775.8,0.0,64.0,3.73,224.717,6.833
3,23-03-2012,413907.25,0.0,67.0,3.79,224.791,6.833
3,30-03-2012,407488.84,0.0,69.0,3.84,224.865,6.833
3,06-04-2012,503232.13,0.0,73.0,3.89,224.939,6.664
3,13-04-2012,420789.74,0.0,73.0,3.89,225.014,6.664
3,20-04-2012,434822.13,0.0,72.0,3.88,225.069,6.664
